index;x;y;z
0;-0.025955;-0.033168;-0.001198
1;0.047553;-0.005774;-0.009155
2;-0.000138;-0.002132;-0.018329
3;0.034731;-0.006481;0.025959
4;-0.031926;-0.003775;-0.023755
5;0.006047;-0.005930;-0.042486
6;-0.037807;0.008184;-0.016668
7;-0.005214;-0.010175;0.002046
8;-0.030945;0.004131;-0.005530
9;-0.000533;-0.006969;-0.017980
10;-0.022702;0.000740;-0.010277
11;-0.005023;0.012352;-0.022269
12;0.001576;0.000287;-0.016068
13;-0.027783;-0.007075;0.002276
14;-0.062712;0.003363;0.025555
15;-0.010374;0.020941;0.023166
16;-0.003375;-0.006840;-0.014068
17;-0.052391;-0.004809;-0.046246
18;0.044199;0.014528;0.002963
19;0.006095;0.013384;0.012022
20;0.002404;0.005128;-0.023550
21;0.001822;0.000220;0.009984
22;-0.015802;-0.012397;0.041821
23;-0.027781;-0.001391;0.045126
24;0.040348;0.002579;0.048579
25;-0.020635;-0.038040;0.056659
26;0.035097;0.000239;0.047574
27;0.090804;-0.003626;0.032808
28;0.034454;-0.001971;-0.002820
29;-0.017237;0.001077;-0.001098
30;0.028535;-0.011170;0.015985
31;-0.016163;0.003343;0.034498
32;-0.037228;-0.004881;0.032105
33;-0.028328;-0.004806;0.035225
34;-0.016918;-0.001128;0.029338
35;0.015929;-0.012786;0.015687
36;0.040709;-0.000817;0.009395
37;0.059045;0.002721;-0.008782
38;0.004010;-0.018133;-0.019143
39;-0.013611;0.007694;-0.006931
40;0.024983;-0.010104;-0.001273
41;0.000870;-0.007852;-0.004219
42;-0.006806;-0.009831;-0.010564
43;-0.012897;-0.001043;0.005263
44;-0.006092;-0.006048;0.003522
45;-0.018136;-0.002358;0.005803
46;0.026667;-0.002522;-0.005032
47;-0.004096;0.003501;-0.007938
48;-0.000183;-0.008598;-0.008180
49;0.013510;0.002913;0.003131
50;0.012222;-0.013953;0.002095
51;0.003549;-0.011720;0.001944
52;0.013254;-0.000679;0.009416
53;-0.009918;-0.008267;0.004029
54;0.000341;-0.012451;0.011199
55;0.003727;0.009320;-0.000911
56;0.002287;-0.008167;-0.005381
57;-0.014318;0.004447;0.014070
58;0.005220;-0.007261;0.010493
59;0.011468;0.003797;0.002975
60;-0.009753;-0.013407;-0.008291
61;-0.012100;0.004552;-0.004626
62;-0.027295;-0.002870;0.006634
63;-0.004770;-0.007402;0.006772
64;0.009035;0.007010;0.013164
65;0.007425;-0.003383;-0.008960
66;-0.022657;-0.007214;-0.002138
67;-0.011500;-0.006100;-0.024384
68;-0.002153;-0.032668;0.032571
69;0.037382;0.018585;0.016625
70;0.108048;-0.018194;0.020117
71;0.019256;-0.014333;0.002812
72;-0.383326;-0.021194;-0.046131
73;0.236346;-0.010584;-0.089260
