index;x;y;z
0;-0.009467;0.038315;0.016445
1;0.073758;-0.020116;0.076046
2;-0.007542;0.009283;-0.010525
3;-0.032792;-0.015192;-0.022389
4;0.000722;0.002026;-0.003461
5;0.020745;-0.008547;0.012133
6;-0.011845;0.002453;-0.004552
7;-0.010354;-0.009059;-0.002499
8;0.006177;0.002258;0.011637
9;-0.013790;-0.001035;0.003214
10;-0.014570;-0.001106;-0.012866
11;-0.015422;-0.001184;0.003983
12;0.016723;-0.004851;-0.000784
13;0.013321;-0.004332;0.005244
14;0.012986;0.001780;0.000008
15;0.004299;-0.000514;-0.008843
16;0.011526;-0.001577;-0.007915
17;0.000336;-0.004887;0.000377
18;0.011899;0.000582;-0.001366
19;-0.006575;-0.006745;-0.002609
20;-0.009639;0.001781;-0.008649
21;-0.004057;-0.005648;-0.003980
22;0.002006;0.002846;0.005749
23;0.009188;-0.006434;0.002960
24;-0.000526;-0.005290;-0.000731
25;-0.010030;-0.002445;0.011046
26;-0.002682;-0.006035;0.008044
27;-0.002003;-0.001113;0.003773
28;-0.000979;-0.005392;-0.001867
29;-0.001605;-0.000658;-0.000572
30;-0.003994;-0.004271;0.000239
31;0.006362;-0.008002;0.005184
32;-0.008159;-0.001698;0.003311
33;-0.012416;-0.002123;-0.000885
34;-0.000244;-0.005711;0.001739
35;0.003821;-0.001352;0.001680
36;0.003226;-0.003424;0.002142
37;0.002156;-0.002482;0.002092
38;-0.001685;-0.000945;0.003025
39;0.000374;-0.005940;-0.000529
40;-0.004488;-0.001205;-0.004637
41;0.000779;-0.010370;0.004771
42;0.003346;0.004134;0.000151
43;-0.004491;-0.006542;-0.001050
44;-0.002400;-0.001403;-0.003088
45;0.007374;-0.004625;0.002524
46;-0.001816;0.001023;0.000761
47;0.000697;-0.004767;0.000549
48;0.007846;-0.002526;-0.002183
49;-0.000627;-0.002485;0.004239
50;0.001008;-0.004068;0.001713
51;0.002385;-0.005751;-0.002412
52;-0.004701;-0.008354;0.000438
53;-0.007423;0.000889;-0.001585
54;0.002570;-0.012204;0.000581
55;0.001326;0.000532;-0.002411
56;-0.004396;-0.002427;-0.000443
57;0.007311;-0.005155;0.000419
58;0.002417;0.001183;-0.000929
59;-0.002926;0.003621;0.000065
60;0.006462;-0.005575;0.005010
61;0.000351;-0.004136;-0.003041
62;-0.008029;-0.002092;-0.001010
63;-0.000362;0.000219;0.001219
64;0.001359;-0.011904;0.006701
65;0.006632;0.016293;-0.005215
66;0.008787;-0.024125;0.003387
67;-0.005794;0.004179;-0.002919
68;-0.000748;-0.004095;0.001257
69;0.003432;-0.018291;0.005441
70;-0.003494;0.011804;-0.002395
71;0.003837;-0.009606;0.005529
72;0.011243;-0.002995;-0.003844
73;-0.003446;-0.002358;-0.001971
74;-0.000066;-0.007376;-0.001357
75;0.001229;-0.003468;-0.001009
76;0.002675;-0.002830;-0.002446
77;0.000029;-0.004710;-0.001403
78;-0.000970;0.003155;-0.002349
79;-0.001671;-0.009734;0.001249
80;-0.001218;-0.001652;-0.003862
81;-0.002077;-0.004456;0.000559
82;0.001596;-0.003320;0.002285
83;0.001999;-0.005759;0.002967
84;-0.002982;-0.005226;-0.005116
85;-0.007811;-0.003385;-0.000702
86;0.005359;-0.003261;0.005204
87;-0.003925;-0.001575;0.004185
88;0.003526;-0.006027;-0.001001
89;-0.001077;-0.003518;0.000354
90;-0.001499;-0.002415;0.000213
91;-0.005803;-0.002134;-0.005658
92;0.014382;-0.004298;0.002695
93;-0.001234;0.002065;0.004030
94;-0.004111;-0.010291;0.008423
95;0.007020;-0.002965;0.005824
96;-0.002946;0.000793;0.005206
97;-0.005594;-0.001745;0.002175
98;-0.000822;0.001123;-0.000309
99;-0.004655;-0.005880;0.003975
100;0.007285;0.000351;0.004573
101;0.020223;-0.008375;0.000984
102;0.040401;-0.004003;0.000949
103;0.049423;-0.007044;0.004215
104;0.049697;-0.018038;0.028328
105;0.076646;-0.000286;-0.008737
106;0.011010;-0.008646;-0.020793
107;0.040627;-0.038986;0.003161
108;0.061142;0.038267;-0.009328
109;-0.006121;0.007463;0.011632
110;0.038431;-0.010834;0.036984
111;0.089297;0.023415;0.003499
112;-0.011776;-0.014914;-0.006442
113;0.017297;0.002544;-0.010803
114;-0.014183;0.008985;-0.001553
115;-0.020642;-0.013297;0.019287
116;-0.032882;0.001561;0.004213
117;-0.153643;0.021452;-0.027058
118;-0.227897;-0.020480;-0.018959
119;-0.352563;-0.049974;-0.023298
120;-0.353011;-0.179361;-0.023807
121;-0.214555;-0.328508;0.012211
122;-0.248824;-0.357424;0.054729
123;-0.141486;-0.039250;0.042734
124;-0.015681;0.113671;0.038055
125;-0.043896;0.384793;-0.110061
126;0.027149;0.170720;-0.008086
127;-0.012559;0.001548;-0.097567
128;-0.027416;0.026951;-0.042173
129;0.174995;-0.028165;-0.000711
130;0.433503;-0.121122;0.157566
131;0.380500;0.083307;0.001148
132;0.174929;-0.019200;0.061820
133;0.229033;-0.034243;0.095561
134;0.324735;0.029208;0.042389
135;-0.220656;-0.605549;-0.228946
136;-0.477803;0.220439;-0.139393
137;0.216827;-0.299760;0.149194
138;0.225973;0.256629;0.000784
139;0.338127;-0.058903;0.453220
140;0.139765;0.001041;0.024473
141;-0.310695;-0.065276;-0.071421
142;0.054558;-0.000077;-0.005344
143;0.090323;0.024043;0.051986
144;-0.036301;-0.024681;0.053948
145;-0.107067;0.000167;-0.060356
146;-0.005868;-0.002813;0.040119
147;-0.002887;0.027794;-0.017252
148;-0.313099;-0.015526;-0.107436
149;-0.250800;-0.001067;0.010767
