index;x;y;z
0;-0.003368;0.059866;0.052064
1;0.013234;-0.005485;0.023811
2;0.048980;-0.023664;0.020626
3;-0.009548;0.009299;-0.011389
4;-0.028806;-0.016910;-0.008984
5;0.021447;-0.002831;0.011069
6;0.018406;0.004362;0.018433
7;0.007142;-0.006506;-0.000194
8;-0.001444;0.001829;-0.009684
9;0.007022;0.001597;-0.006015
10;0.007283;-0.005905;0.001723
11;-0.004443;-0.000771;-0.010728
12;-0.020138;-0.000898;-0.011902
13;-0.001616;-0.001149;-0.001814
14;0.003386;0.000220;0.005266
15;-0.016853;-0.002870;-0.002388
16;-0.011062;-0.001740;-0.010080
17;-0.004191;-0.006685;-0.000678
18;-0.001700;-0.003951;0.018848
19;0.002702;0.000131;0.016285
20;-0.004320;-0.007037;-0.000187
21;-0.012889;-0.002391;-0.006709
22;-0.001556;-0.004251;0.008870
23;-0.000782;-0.005509;0.006017
24;-0.013974;-0.002182;0.003268
25;-0.005931;-0.006084;-0.001810
26;0.000197;-0.003229;0.000472
27;0.004975;-0.003401;-0.000878
28;0.007735;-0.002661;0.003655
29;0.012880;-0.005972;0.000530
30;-0.002567;0.003936;-0.009722
31;-0.011797;-0.006452;-0.004397
32;-0.001481;0.005270;0.003739
33;0.007220;-0.006162;0.004515
34;-0.011674;0.001153;-0.002347
35;-0.009932;-0.003576;-0.005494
36;0.008367;-0.007408;0.007621
37;0.001158;-0.002068;0.004399
38;-0.010089;-0.003836;-0.007054
39;0.002315;0.001132;-0.001114
40;0.011254;-0.002497;0.003136
41;-0.005740;0.000023;0.006393
42;0.003835;-0.005346;0.003349
43;-0.009199;0.005538;-0.002932
44;-0.016106;-0.015529;-0.000692
45;-0.001052;0.006802;-0.004852
46;-0.011784;-0.006271;0.001290
47;-0.000657;0.006564;0.001904
48;0.009996;-0.007621;0.006409
49;0.007316;-0.003439;0.006557
50;0.001107;-0.004907;-0.000916
51;-0.005692;-0.001125;-0.002675
52;-0.000680;-0.005378;0.004686
53;-0.002518;-0.000618;0.002930
54;-0.001364;-0.001752;-0.000312
55;0.001363;-0.004060;0.002645
56;0.005014;-0.007727;0.001730
57;0.015009;-0.000780;-0.001197
58;0.006409;-0.004921;0.003721
59;-0.013209;-0.001892;-0.013007
60;0.001264;-0.000831;-0.005486
61;0.003554;-0.003714;-0.007929
62;-0.009108;-0.002226;-0.003117
63;0.003274;-0.003395;0.002855
64;0.006548;-0.005258;0.007226
65;-0.005822;-0.004069;0.002274
66;-0.012642;-0.004351;-0.003633
67;-0.007321;-0.003466;0.000433
68;-0.002173;0.001700;-0.000280
69;-0.009526;-0.003408;0.000336
70;0.001260;-0.006261;-0.004820
71;0.007382;-0.004731;0.004318
72;0.010072;-0.003879;0.010295
73;-0.011426;-0.001456;0.000570
74;-0.004168;0.006185;-0.006621
75;0.003290;-0.015347;0.002180
76;0.003215;0.008042;0.003691
77;0.001852;-0.004910;0.013010
78;0.003691;-0.007003;0.002298
79;-0.011456;-0.000867;-0.005337
80;-0.005271;-0.001318;0.001688
81;0.006904;-0.001875;0.005860
82;0.010214;-0.000446;-0.001062
83;0.015520;-0.010878;-0.007564
84;-0.000505;0.001164;-0.004034
85;0.006778;-0.002973;0.000904
86;0.001363;-0.003626;0.004117
87;-0.005278;-0.001621;0.003611
88;-0.008574;-0.000670;-0.002510
89;-0.005649;-0.006148;-0.004962
90;0.000734;-0.004695;-0.002067
91;0.006039;-0.002022;0.002698
92;0.001707;0.000152;0.007689
93;0.001421;-0.002050;0.003170
94;0.020244;-0.004192;0.003687
95;0.034432;-0.009515;0.008199
96;0.044157;-0.011978;0.013908
97;0.059911;-0.022815;0.032007
98;0.085996;0.011005;0.031118
99;-0.050581;0.014139;-0.023312
100;-0.002017;-0.059346;0.005982
101;0.167652;0.024618;-0.014392
102;-0.059996;0.031271;-0.021324
103;-0.013145;-0.042846;0.011325
104;0.065095;0.012964;-0.004781
105;0.042207;-0.023201;0.042479
106;-0.002991;0.035166;0.007135
107;-0.004580;-0.002373;0.036876
108;0.003911;0.018911;0.053372
109;-0.063561;0.000038;-0.023439
110;-0.161237;-0.022962;-0.062827
111;-0.208307;-0.029219;-0.041746
112;-0.280774;-0.089165;-0.077976
113;-0.448064;-0.190963;-0.090997
114;-0.372670;-0.308471;-0.029760
115;-0.249113;-0.179740;-0.056206
116;-0.229754;0.080216;-0.065973
117;-0.073730;0.021928;-0.106434
118;-0.103026;-0.107113;-0.073049
119;0.078485;0.026533;0.017576
120;0.287673;0.244753;-0.049587
121;0.278585;-0.109986;0.314389
122;0.441971;0.161948;0.202321
123;0.399049;0.148221;0.242204
124;0.292477;0.068671;0.150483
125;-0.506933;-1.113812;-0.484598
126;-0.484713;0.011752;0.017094
127;0.658877;0.027020;0.210605
128;0.221404;0.024332;0.491074
129;0.600668;0.018579;0.266920
130;-0.184592;-0.052694;-0.023605
131;-0.531644;-0.007523;-0.146561
132;0.053654;-0.005735;0.050675
133;0.300657;0.052351;0.094401
134;-0.199882;0.033004;-0.043848
135;-0.410801;-0.003090;-0.092102
136;0.138552;0.029490;-0.000823
137;0.149709;-0.035246;0.050410
138;-0.054928;-0.060899;-0.021086
139;-0.146399;-0.063155;0.003062
140;-0.021681;-0.160492;0.038968
141;-0.186556;-0.321632;0.025293
142;-0.444224;-0.311717;-0.172776
143;-0.394000;-0.414817;-0.180564
144;-0.686348;-0.491380;-0.387809
145;-0.764081;-0.236941;-0.053072
146;-0.438821;-0.166779;0.177557
147;-0.053316;-0.159743;0.185627
148;0.198218;0.277187;-0.125657
149;0.101618;0.252206;0.009534
150;0.040401;0.345836;0.050082
151;0.181606;0.313869;-0.107183
152;0.198588;0.038687;0.039329
153;0.496252;-0.316689;0.175800
154;0.417917;-0.083319;0.061996
155;0.204691;0.032277;0.041754
156;0.280856;0.045803;0.248244
157;0.461880;0.133953;0.103788
158;0.283823;-0.031507;0.117789
159;-0.402896;-0.730992;-0.472504
160;-0.416637;0.032782;0.036141
161;0.637238;-0.106533;0.252116
162;0.341237;0.175705;0.151034
163;0.495231;-0.047394;0.389160
164;-0.046320;-0.010342;0.077791
165;-0.417147;-0.048895;-0.172861
166;-0.019300;-0.043643;0.101789
167;0.434898;-0.014648;0.174458
168;-0.099885;0.022743;0.044103
169;-0.471727;0.020623;-0.122307
170;-0.116209;0.025126;-0.029624
171;-0.048649;0.027049;0.028633
172;-0.082012;-0.022299;-0.055137
173;-0.161054;-0.026486;-0.069038
174;-0.017429;-0.082971;-0.016447
175;-0.086798;-0.101016;0.016243
176;-0.158218;-0.215135;0.006185
177;-0.422848;-0.355148;-0.142268
178;-0.517120;-0.430993;-0.267132
179;-0.625486;-0.432347;-0.400872
180;-0.907776;-0.182311;-0.164161
181;-0.506866;-0.230505;0.234584
182;0.142339;-0.494448;0.326913
183;0.259413;0.227682;-0.033411
184;0.043835;0.185118;0.062630
185;-0.102613;0.254726;0.036100
186;-0.110586;0.440238;-0.197390
187;-0.101650;-0.025731;0.067467
188;0.662593;-0.151003;0.281008
189;0.833069;-0.143165;0.274626
190;0.382963;0.069285;0.080205
191;0.117427;-0.032081;0.165268
192;0.536119;0.058684;0.153314
193;0.460218;-0.050128;0.106135
194;-0.226938;-0.852674;-0.543701
195;-0.317986;0.187654;-0.007017
196;0.716239;-0.024783;0.231372
197;0.466356;0.005283;0.234454
198;0.355971;-0.021957;0.363167
199;-0.043349;-0.059199;0.084443
200;-0.297092;-0.044635;-0.120063
201;-0.218250;0.004695;0.032570
202;0.134161;0.070949;0.196941
203;-0.158725;0.073950;-0.046852
204;-0.602523;-0.044206;-0.238192
205;-0.341119;0.044187;-0.116589
206;-0.026452;0.039873;0.052074
207;0.040718;-0.061242;0.070762
208;0.085419;-0.151919;-0.016788
209;-0.194393;-0.240104;0.003940
210;-0.307446;-0.291619;-0.135861
211;-0.540021;-0.512059;-0.164590
212;-0.713807;-0.561245;-0.336781
213;-0.868622;-0.269090;-0.103256
214;-0.440976;-0.406023;0.182899
215;-0.086863;-0.300392;0.373315
216;-0.065715;0.180396;-0.050531
217;0.107041;0.407971;-0.082150
218;0.039435;0.241962;0.058329
219;0.105395;0.339833;-0.012867
220;0.070159;0.213308;-0.026234
221;0.319217;-0.150206;0.168120
222;0.588895;-0.237298;0.132807
223;0.470299;-0.116452;0.185653
224;0.083948;0.025295;0.053177
225;0.422310;-0.011003;0.238377
226;0.593595;-0.041398;0.112612
227;-0.271632;-0.845622;-0.063462
228;-0.544918;0.119635;0.167424
229;0.382776;0.077246;0.500675
230;0.889081;0.041570;0.026504
231;0.516063;-0.069542;0.346073
232;0.002215;-0.102874;0.093361
233;-0.453697;-0.050481;-0.123239
234;-0.328754;0.029673;-0.046539
235;0.363047;0.053594;0.144302
236;0.126846;0.007988;0.036195
237;-0.347953;0.001003;-0.074991
238;-0.232222;0.049353;-0.131424
239;-0.193391;-0.038035;0.011985
240;-0.185134;-0.061397;0.022803
241;0.082172;-0.207866;0.002777
242;-0.096818;-0.258781;-0.033970
243;-0.332727;-0.325533;-0.157345
244;-0.477562;-0.500864;-0.182799
245;-0.651636;-0.525072;-0.257701
246;-0.848129;-0.250005;-0.240147
247;-0.495163;-0.417448;0.163961
248;-0.262676;-0.434155;0.308075
249;-0.025922;0.063793;0.096655
250;0.010778;0.237344;-0.117655
251;0.000080;0.335276;-0.060074
252;0.094400;0.234288;0.054523
253;0.090424;0.270170;0.083063
254;0.301918;0.119110;0.058874
255;0.427405;-0.027080;0.105373
256;0.502166;-0.326950;0.263385
257;0.196048;0.108362;-0.001194
258;0.238884;-0.041483;0.236969
259;0.673326;0.069754;0.127632
260;-0.231757;-1.566039;-0.242885
261;-0.754162;0.370436;0.296656
262;0.569039;-0.083715;0.734882
263;0.915126;0.154848;0.251813
264;0.532058;-0.047941;0.347219
265;-0.336549;-0.070746;0.072483
266;-0.693273;0.013711;-0.130794
267;0.022423;0.007485;0.166523
268;0.504481;0.051614;0.105392
269;-0.037614;-0.050742;-0.066539
270;-0.357531;-0.006197;-0.120054
271;0.020853;-0.014255;-0.005290
272;-0.092145;0.028571;-0.135273
273;-0.625274;-0.239335;-0.085539
274;-0.155013;-0.265308;-0.017685
275;-0.150702;-0.326030;-0.137260
276;-0.591696;-0.543325;-0.227700
277;-0.494317;-0.536931;-0.221023
278;-0.623312;-0.226399;-0.351890
279;-0.459651;-0.357429;0.171410
280;-0.297821;-0.511506;0.184204
281;-0.165955;0.103186;-0.047566
282;-0.048351;0.363151;-0.193593
283;-0.110061;0.171810;0.040728
284;-0.031300;0.186449;0.000037
285;0.074340;0.310451;0.085648
286;0.519770;-0.185472;0.234518
287;0.481991;0.167824;-0.066242
288;0.292401;-0.354332;0.232667
289;0.127076;0.041046;-0.018761
290;0.392536;0.055548;0.217817
291;0.739482;-0.027648;0.181102
292;0.018155;-1.322269;-0.789213
293;-0.481457;0.297132;-0.050034
294;0.636272;0.018515;0.506974
295;0.961538;-0.068341;0.324252
296;0.412209;-0.020992;0.222246
297;-0.619474;-0.128856;-0.113319
298;-0.550915;0.078650;-0.054932
299;0.266266;0.045336;0.168398
300;0.291516;0.010628;0.058947
301;-0.259246;-0.040527;-0.121218
302;-0.212971;0.011214;-0.050031
303;0.049170;0.000619;0.018882
304;-0.240848;-0.123460;-0.105664
305;-0.313114;-0.208521;-0.033213
306;-0.135596;-0.252159;-0.055086
307;-0.241951;-0.306450;-0.169238
308;-0.593001;-0.492937;-0.165627
309;-0.730865;-0.478924;-0.288905
310;-0.856269;-0.149317;-0.187514
311;-0.444801;-0.574413;0.196557
312;-0.165253;-0.359533;0.338687
313;-0.004477;0.091156;0.042085
314;0.000221;0.248087;-0.078344
315;-0.043358;0.230370;0.079143
316;0.008739;0.314934;-0.028605
317;0.046736;0.421072;-0.028963
318;0.239717;-0.070649;0.080479
319;0.476359;0.011224;0.186713
320;0.630049;-0.283331;0.313952
321;0.177464;0.111883;0.094247
322;0.251698;-0.024290;0.235221
323;0.515374;-0.084132;0.078827
324;-0.124196;-0.642142;-1.280888
325;-0.111105;0.202744;-0.115885
326;0.867846;0.039374;0.673174
327;0.999872;0.095278;0.440504
328;0.257952;-0.121898;0.189483
329;-0.881206;-0.149822;-0.331960
330;-0.393406;0.096359;0.118245
331;0.594987;0.023142;0.168953
332;0.177953;0.054223;-0.025554
333;-0.522642;-0.047829;-0.151863
334;-0.163402;0.003242;-0.066941
335;0.028955;-0.049669;-0.042197
336;-0.314423;-0.214751;0.033970
337;-0.272137;-0.226598;-0.190774
338;-0.239713;-0.316540;-0.146145
339;-0.475460;-0.494957;-0.042590
340;-0.555516;-0.400068;-0.167439
341;-0.824667;-0.277958;-0.417378
342;-0.433364;-0.342764;0.159547
343;-0.169383;-0.511977;0.233651
344;-0.061354;0.033303;0.054114
345;-0.025678;0.240011;-0.149401
346;-0.106619;0.251503;-0.044303
347;-0.132782;0.234161;-0.046744
348;-0.036587;0.218329;0.057913
349;0.426545;-0.030071;0.110469
350;0.538108;-0.094168;0.243954
351;0.453784;-0.183333;0.166330
352;0.287997;0.045327;0.044551
353;0.215519;-0.040262;0.185829
354;0.365561;0.128317;0.057959
355;0.421925;-0.153806;0.168354
356;-0.026474;-0.622013;-1.012798
357;-0.073823;0.316717;-0.069743
358;0.928736;-0.004941;0.395281
359;0.695915;0.003274;0.439090
360;0.264411;-0.108227;0.261457
361;-0.386278;-0.128910;-0.168776
362;-0.628326;0.097342;-0.113437
363;0.123421;0.027832;0.162277
364;0.384406;0.050334;0.062448
365;-0.227432;-0.042969;-0.033771
366;-0.439782;0.066649;-0.179273
367;-0.017945;-0.066640;0.029894
368;-0.011050;-0.132743;0.000058
369;-0.339023;-0.215907;-0.015869
370;-0.243603;-0.270534;-0.080798
371;-0.213620;-0.396066;-0.087029
372;-0.522216;-0.427327;-0.202058
373;-0.919150;-0.430989;-0.404196
374;-0.730204;-0.195029;-0.094821
375;-0.341700;-0.600995;0.159501
376;-0.109389;-0.329889;0.239552
377;-0.061097;0.084578;-0.038643
378;-0.049706;0.218563;-0.021664
