index;x;y;z
0;-0.115486;0.048243;-0.004500
1;0.183667;-0.012508;0.073036
2;0.035622;-0.012321;0.003684
3;-0.078332;0.000467;-0.032974
4;-0.002628;-0.002649;-0.003539
5;0.019790;-0.004230;-0.010114
6;-0.032682;0.001554;-0.000654
7;0.003788;-0.004675;0.011392
8;0.010649;-0.004918;0.042177
9;0.000873;0.001800;0.020000
10;-0.027082;-0.009355;0.004153
11;-0.012732;-0.014416;0.008925
12;0.005767;-0.007014;0.008338
13;-0.000781;-0.008725;-0.015744
14;0.004195;-0.005487;-0.019251
15;0.098626;0.005111;0.017382
16;0.110955;-0.004748;0.006588
17;-0.005154;-0.008497;-0.015981
18;-0.069106;-0.000271;-0.036546
19;-0.048639;0.018923;-0.036171
20;-0.016327;-0.014436;0.004574
21;0.024750;-0.012056;0.021203
22;0.005016;0.012992;0.000961
23;-0.005059;0.013079;-0.028274
24;-0.005368;0.006364;-0.030134
25;-0.011912;0.005347;-0.011159
26;0.000782;-0.026305;0.000742
27;0.001145;-0.007553;0.003964
28;-0.008636;-0.003782;0.007464
29;-0.009415;0.002869;-0.005160
30;-0.020518;0.003913;0.003834
31;-0.005053;-0.000227;0.008456
32;-0.014855;-0.004870;-0.028086
33;-0.046690;-0.012835;0.045501
34;-0.068234;-0.000608;0.026344
35;-0.084124;0.007570;0.005794
36;0.118279;-0.035600;0.021640
37;0.163282;-0.003296;0.005368
38;0.045180;-0.005516;-0.018877
39;0.003305;0.009311;-0.047217
40;0.030434;-0.003462;-0.004792
41;-0.003806;-0.000090;0.012834
42;-0.018661;-0.003980;-0.003039
43;0.007749;-0.000227;-0.003198
44;0.042018;-0.007765;0.002927
45;0.015756;-0.005556;-0.023181
46;-0.019830;0.011866;-0.029517
47;0.021658;-0.000569;-0.005012
48;0.078050;-0.013616;0.006266
49;0.026632;-0.025531;-0.004392
50;-0.091286;-0.013438;-0.019078
51;-0.176053;-0.104982;0.030881
52;-0.394386;-0.097326;0.156113
53;-0.316326;-0.110986;0.240815
54;0.148971;-0.087691;0.202297
55;-0.113395;0.123314;0.010964
56;-0.370989;0.230105;-0.022171
57;0.162164;0.015528;0.082490
58;0.185021;-0.000228;-0.029115
59;-0.106881;0.003521;-0.166499
60;-0.008248;-0.051757;-0.130897
61;0.321616;-0.068447;-0.040781
62;0.431533;0.052836;-0.036840
63;0.391862;0.071540;-0.013905
64;0.333047;0.039039;0.008819
65;0.364281;0.075746;-0.014858
66;-0.625501;-0.506320;0.152531
67;0.226446;-0.052566;-0.336007
68;0.044782;0.122058;-0.021734
69;0.336315;-0.042485;0.273382
70;0.205203;0.033549;-0.137342
71;-0.497711;-0.009393;0.029678
72;0.027897;0.055762;0.015003
73;0.203381;-0.048713;0.127610
74;-0.006127;-0.029168;0.020282
75;-0.073523;-0.002994;-0.025397
76;0.074103;0.011158;0.045313
77;0.063035;0.002562;0.010352
78;-0.002072;-0.030461;-0.002493
79;-0.004418;0.001456;0.011186
80;0.036464;-0.014268;0.011626
81;0.058074;-0.032940;0.007816
82;0.065543;-0.003587;-0.000600
83;-0.016975;-0.075170;0.045210
84;-0.044709;-0.074126;0.126509
85;-0.192950;-0.247868;0.021891
86;-0.393066;-0.162303;-0.087571
87;-0.460515;-0.188902;-0.068539
88;-0.337347;-0.276486;0.002736
89;-0.427792;-0.205870;0.049226
90;-0.300089;-0.139218;0.128262
91;-0.301248;-0.058390;0.109914
92;-0.333888;0.093377;-0.001078
93;-0.519572;0.177293;-0.061435
94;-0.348234;0.150399;-0.168347
95;0.182612;-0.165287;0.010007
96;0.228138;-0.025546;-0.095549
97;0.116824;-0.068163;-0.111474
98;0.319531;-0.035935;-0.005764
99;0.527191;-0.123718;0.118866
100;0.664820;-0.007043;0.215646
101;0.725824;0.061832;0.209933
102;0.168034;-0.878996;0.157829
103;0.057208;0.087525;-0.353051
104;0.345838;-0.003883;-0.143442
105;0.335040;0.029369;0.073786
106;0.079372;-0.043006;0.101805
107;-0.204243;-0.030274;0.022151
108;0.069689;-0.022496;0.048621
109;0.139042;-0.011559;0.064754
110;-0.047240;-0.020540;0.010746
111;-0.111259;0.007439;-0.019304
112;-0.013354;0.012945;0.024062
113;-0.053769;-0.033458;0.003633
114;-0.149854;-0.051879;-0.002213
115;-0.074217;-0.129243;0.057607
116;-0.180060;-0.147310;-0.017192
117;-0.409799;-0.268297;-0.044614
118;-0.489051;-0.502702;-0.083113
119;-0.782376;-0.580244;-0.107558
120;-0.450374;-0.090822;-0.038732
121;-0.227820;-0.264322;0.247923
122;-0.035287;0.072297;0.061524
123;-0.219613;0.107106;0.038918
124;-0.407160;0.440108;-0.089558
125;-0.473741;0.350138;-0.181697
126;-0.092710;-0.033689;-0.011602
127;0.282221;-0.223295;0.054720
128;0.496665;-0.275059;0.297052
129;1.072235;-0.057414;0.299704
130;0.943188;-0.158245;0.207884
131;0.501450;-0.433774;-0.051036
132;-0.247599;-0.298386;-0.395436
133;0.397757;0.190705;-0.175352
134;0.206375;-0.157462;0.048973
135;0.239713;0.075981;0.276626
136;-0.036396;-0.128739;-0.102691
137;-0.116571;-0.015396;0.005328
138;0.069880;0.053103;0.099511
139;0.060619;0.031949;-0.033130
140;-0.073798;-0.088935;-0.039889
141;-0.085768;-0.040954;0.002570
142;-0.199922;-0.083014;-0.028296
143;-0.351862;-0.253501;-0.035178
144;-0.458194;-0.366534;0.009570
145;-0.699804;-0.764346;0.071301
146;-1.083135;-0.642104;0.023951
147;-0.592397;-0.018913;-0.015725
148;-0.181878;-0.112465;0.230387
149;-0.200513;0.220120;0.098636
150;0.025014;0.248857;-0.020516
151;-0.091570;0.538411;-0.081754
152;-0.283934;0.396646;-0.153227
153;-0.100478;0.067219;-0.212719
154;0.187283;-0.384639;-0.085271
155;0.597789;-0.637792;0.417928
156;1.126752;-0.026205;0.369713
157;1.004217;-0.139385;0.365024
158;0.127655;-0.712118;0.002619
159;-0.497220;0.001872;-0.456045
160;0.432960;0.102764;-0.173565
161;0.446057;-0.038591;0.271552
162;0.401013;0.036229;0.270288
163;-0.181949;-0.086653;-0.092403
164;-0.117831;-0.088956;-0.043745
165;0.200554;0.034541;0.087176
166;-0.028027;0.007607;0.033431
167;-0.171542;-0.006897;-0.018685
168;-0.033847;-0.035084;0.027448
169;-0.108440;-0.051767;-0.072443
170;-0.404962;-0.141109;-0.106941
171;-0.387049;-0.313721;-0.044290
172;-0.552924;-0.500652;-0.031561
173;-1.101133;-0.989821;-0.095251
174;-1.020195;-0.472192;0.024007
175;-0.298415;-0.260429;0.045359
176;-0.114217;-0.006622;0.227538
177;-0.005104;0.529639;-0.137218
178;-0.071396;0.299147;-0.080952
179;-0.252892;0.623409;-0.182132
180;-0.264057;0.390729;-0.111050
181;0.117749;-0.381806;0.122115
182;0.971295;-0.856272;0.639169
183;1.283830;0.037983;0.402181
184;0.629546;-0.253371;0.214693
185;0.205917;-0.756291;-0.149873
186;-0.649641;0.198860;-0.404058
187;0.454307;0.150134;0.079111
188;0.673608;-0.027915;0.225982
189;0.343414;0.050018;0.236858
190;-0.212456;-0.104087;-0.123712
191;-0.018425;-0.027421;0.024440
192;0.232941;-0.009390;0.091689
193;-0.029648;0.021393;-0.022570
194;-0.214113;-0.051515;0.010579
195;0.011098;-0.029541;-0.045730
196;-0.211000;-0.058871;-0.077485
197;-0.567994;-0.219783;-0.035220
198;-0.271856;-0.350099;-0.029216
199;-0.599153;-0.780863;0.055027
200;-1.341508;-0.877497;-0.103434
201;-0.891370;-0.146596;-0.056082
202;-0.410335;-0.143152;0.244364
203;0.140887;-0.072601;0.290070
204;0.198790;0.406220;-0.165845
205;-0.255304;0.608404;-0.120200
206;-0.681590;0.646366;-0.299804
207;-0.105563;-0.100345;-0.129566
208;0.456366;-0.446250;-0.034115
209;0.743164;-0.673451;0.352706
210;1.237357;-0.137637;0.360073
211;1.183940;-0.144396;0.346822
212;-0.302533;-0.915481;-0.074765
213;0.200028;0.231945;-0.154344
214;0.383409;0.097400;0.014407
215;0.694394;-0.050628;0.296234
216;-0.002221;-0.047033;-0.056096
217;-0.256706;-0.078498;-0.050224
218;0.088812;-0.007375;0.009550
219;0.116414;-0.014426;0.041120
220;-0.114786;-0.025212;-0.002334
221;-0.115486;-0.016402;-0.007456
222;-0.137846;-0.083603;-0.012042
223;-0.482760;-0.098283;-0.118368
224;-0.570068;-0.403470;0.045679
225;-0.543721;-0.727830;0.221610
226;-1.277434;-0.888615;0.034715
227;-0.930544;-0.161424;-0.011401
228;-0.292757;-0.280818;0.144457
229;-0.143786;0.156472;0.168971
230;0.040790;0.383408;-0.085367
231;-0.112121;0.422459;0.010306
232;-0.224253;0.493625;-0.223728
233;-0.101545;0.241180;-0.053301
234;0.361282;-0.367161;0.079406
235;0.976818;-0.730279;0.484601
236;1.148272;-0.116348;0.079867
237;0.733596;-0.279177;0.045284
238;0.027327;-0.810810;-0.074351
239;-0.457436;0.071163;-0.275780
240;0.754151;0.248373;-0.062287
241;0.709062;-0.297818;0.273934
242;0.268958;0.029373;0.129036
