index;x;y;z
0;-0.018371;-0.001537;-0.009465
1;-0.002311;-0.009599;0.010495
2;0.003824;0.001366;0.012351
3;0.009071;0.003808;-0.013176
4;0.011076;0.007949;-0.014976
5;0.010528;-0.005559;0.005077
6;0.012571;-0.001982;0.022700
7;0.010855;0.007257;0.006478
8;-0.014202;0.003158;-0.028347
9;-0.022459;-0.008937;-0.022858
10;-0.018263;-0.011584;-0.005297
11;-0.012233;-0.009869;0.005940
12;-0.004065;-0.013096;-0.002421
13;0.013970;0.003677;0.026067
14;0.016192;0.008548;0.011304
15;0.023991;0.002277;0.012927
16;0.002967;-0.008189;0.014551
17;-0.019617;-0.011346;0.011497
18;-0.020617;0.001369;0.003879
19;-0.004055;0.003615;-0.004504
20;-0.001815;-0.007107;0.019455
21;-0.024056;-0.003342;0.004950
22;-0.027586;-0.010852;-0.029082
23;-0.017562;-0.020864;-0.020174
24;0.031254;-0.023952;0.011807
25;0.040810;-0.016683;0.015214
26;0.020184;-0.015751;-0.018568
27;0.004761;0.002502;-0.034548
28;-0.001749;-0.015727;-0.032547
29;0.001177;-0.013368;0.012617
30;0.020615;-0.001608;0.005519
31;0.029659;0.006434;0.017218
32;0.031150;0.010021;0.008364
33;0.031008;0.009492;-0.006808
34;0.019087;0.018412;0.000496
35;0.009026;0.016488;0.018905
36;-0.001569;0.001979;0.032001
37;0.003988;-0.013840;0.051163
38;0.001550;-0.010496;0.038406
39;-0.003003;-0.007843;0.007600
40;0.000588;-0.002293;-0.004630
41;-0.006489;-0.001188;-0.022496
42;-0.022321;-0.019079;-0.006210
43;-0.021945;-0.020529;-0.008934
44;-0.010458;-0.015884;-0.015200
45;-0.003592;-0.016441;-0.020572
46;-0.002716;-0.020154;0.000187
47;-0.009404;-0.010807;0.001372
48;0.001684;-0.005646;0.001975
49;-0.005227;-0.003353;-0.004352
50;0.011223;-0.002751;0.020211
51;0.016308;0.001655;0.030874
52;0.012348;0.001045;-0.011045
53;-0.002411;-0.010963;-0.013259
54;-0.007310;-0.014575;-0.005730
55;-0.013136;-0.014219;-0.010778
56;-0.007647;-0.006018;-0.022922
57;0.009455;0.004786;-0.012852
58;-0.003726;-0.011548;-0.005021
59;-0.003912;-0.025112;0.006801
60;-0.008272;-0.011882;0.014493
61;0.015947;0.004730;0.002749
62;0.028876;0.017016;-0.027764
63;0.015509;0.005587;-0.014058
64;0.009501;-0.005411;0.014848
65;-0.004946;-0.004088;0.031040
66;-0.004801;-0.006236;0.025266
67;-0.013826;0.002769;-0.006520
68;-0.007690;-0.002419;-0.012233
69;-0.010836;-0.009247;-0.001565
70;-0.013027;-0.003739;-0.011031
71;0.004488;-0.003945;0.002387
72;0.012415;-0.003139;0.025062
73;0.017603;0.001460;0.021669
74;0.027463;-0.000440;0.013275
75;0.000672;-0.001085;0.003193
76;-0.000519;0.006317;-0.020698
77;0.009666;0.006555;-0.003256
78;-0.011194;0.001323;0.006902
79;-0.007947;0.000504;0.006209
80;0.008084;0.003454;0.011722
81;0.009523;0.003052;0.009151
82;0.011363;-0.001155;0.008612
83;0.013850;-0.000002;0.002156
84;0.013497;0.008722;-0.008169
85;0.034891;-0.003048;-0.002612
86;0.028843;0.000096;-0.021696
87;0.022823;-0.009709;-0.014677
88;0.001721;-0.018963;0.026231
89;-0.012664;-0.020499;0.028529
90;-0.027218;-0.014779;0.027817
91;-0.024938;-0.015333;0.013461
92;-0.011021;-0.005049;0.013530
93;-0.002603;-0.016292;0.024855
94;-0.028413;-0.025098;0.024614
95;-0.033217;-0.023553;0.027769
96;-0.023500;-0.015499;0.026165
97;-0.035877;-0.017077;0.000193
98;-0.023625;-0.015544;-0.009985
99;-0.005969;-0.014521;-0.002984
100;0.000101;-0.010267;0.000844
101;0.013366;-0.003478;0.005433
102;0.020692;0.002925;-0.042918
103;0.019115;-0.002889;-0.064446
104;0.024794;-0.008760;-0.022366
105;0.026136;-0.008227;0.000149
106;0.028583;-0.009858;-0.004905
107;0.031484;-0.016545;-0.003764
108;0.039402;-0.020269;-0.024515
109;0.012408;-0.060224;-0.038350
110;-0.072705;-0.033496;-0.055367
111;-0.123967;-0.076957;-0.060546
112;-0.133974;-0.140054;-0.030738
113;-0.177885;-0.113500;-0.034548
114;-0.241811;-0.063790;-0.076163
115;-0.296621;-0.088783;-0.055247
116;-0.265975;0.009038;-0.028198
117;-0.222225;0.075239;-0.067727
118;-0.165235;0.174642;-0.049311
119;0.017135;0.146073;-0.002704
120;0.133368;0.078770;0.007998
121;0.234812;0.059549;0.029174
122;0.328504;0.088147;0.079444
123;0.323594;0.133010;0.091297
124;0.329917;0.223527;0.093661
125;0.319296;0.265732;0.083303
126;0.265205;0.414684;0.158425
127;0.328664;0.517372;0.161571
128;0.349020;0.450161;0.079480
