index;x;y;z
0;0.024558;-0.022341;0.001328
1;-0.018118;0.002122;0.044514
2;-0.024644;0.036157;-0.080447
3;0.049073;0.032751;-0.078278
4;0.014228;0.006812;-0.016496
5;-0.005221;-0.003867;-0.003379
6;-0.042024;-0.024879;-0.027508
7;-0.027881;-0.027659;-0.030093
8;-0.001459;0.016108;0.032354
9;-0.021136;-0.030735;0.038611
10;-0.011278;-0.029474;0.041303
11;0.035640;0.002690;0.013588
12;0.021800;0.015787;0.043156
13;-0.015358;-0.004013;0.040743
14;0.002671;-0.004959;-0.005264
15;0.026746;-0.011064;0.050260
16;0.021766;-0.004941;0.055932
17;-0.021374;0.000887;-0.031105
18;-0.028796;-0.011551;-0.026037
19;0.000204;-0.010609;-0.009187
20;0.030711;0.009562;-0.024787
21;0.029468;-0.002094;0.065992
22;0.003124;-0.024169;0.044223
23;0.028861;0.005547;0.001699
24;0.008362;-0.002153;-0.008406
25;-0.010079;-0.006298;-0.018729
26;0.003245;-0.004924;-0.023165
27;0.014265;-0.002206;0.006981
28;0.015304;-0.006472;0.005872
29;0.010004;-0.004114;-0.016310
30;0.002684;-0.009328;-0.018319
31;-0.013208;-0.012090;0.003248
32;-0.008390;-0.012468;0.000383
33;-0.034993;-0.011724;-0.018011
34;-0.056746;0.002898;-0.036041
35;-0.060075;-0.006466;-0.042469
36;-0.021855;0.001388;0.000190
37;-0.005625;0.002265;0.020359
38;0.005192;0.013048;0.017028
39;-0.014998;0.009502;0.024122
40;-0.018781;0.001070;0.026325
41;-0.006948;0.004812;0.025326
42;0.003080;0.003001;0.018194
43;0.011826;0.003441;0.009353
44;0.005005;-0.011785;0.001336
45;0.018051;-0.012961;0.018167
46;0.021824;-0.002959;-0.002192
47;0.051121;-0.003808;-0.006751
48;0.051861;-0.015465;-0.007521
49;0.033425;-0.020575;0.004844
50;0.022873;-0.025780;-0.014806
51;0.022502;-0.017764;-0.016643
52;0.014338;-0.005845;-0.000047
53;0.005278;-0.007354;-0.026375
54;-0.002195;-0.012749;-0.008230
55;-0.008353;-0.015758;0.021949
56;-0.024880;-0.009586;0.017964
57;-0.015543;0.002240;-0.007131
58;0.008953;0.005102;-0.020406
59;0.005324;-0.006048;0.023453
60;0.012636;-0.011847;0.037285
61;-0.000890;0.001287;0.009505
62;0.003617;0.003402;-0.024205
63;-0.010109;-0.013915;-0.013047
64;-0.023837;-0.018172;-0.000416
65;-0.018921;-0.003148;-0.010410
66;0.001293;-0.007007;-0.021594
67;-0.008486;-0.016286;-0.007411
68;-0.027423;-0.020068;-0.005274
69;-0.026504;-0.016221;0.005982
70;0.001996;-0.002334;-0.009309
71;0.022876;-0.002446;-0.012469
72;0.031060;0.005223;0.018649
73;0.015804;-0.000844;0.018496
