index;x;y;z
0;0.003628;0.004267;0.004719
1;-0.004346;-0.004994;0.003631
2;-0.004002;-0.004041;0.002250
3;-0.013600;0.009861;-0.001378
4;0.004534;0.007683;-0.029453
5;0.012497;-0.019598;0.004496
6;-0.003958;-0.007728;0.014050
7;-0.016483;0.010817;0.005877
8;-0.019949;-0.009256;-0.001807
9;-0.002185;-0.009489;0.013234
10;-0.004123;0.004525;-0.009640
11;0.008683;-0.007706;-0.010826
12;0.012347;-0.010065;-0.000072
13;0.003352;-0.006653;0.002662
14;0.001721;0.003483;-0.003662
15;-0.009096;-0.003876;-0.000441
16;0.011984;-0.008198;0.000289
17;0.014468;-0.004855;0.014426
18;0.011514;-0.008340;0.008635
19;0.005410;0.000469;0.009008
20;0.003561;-0.009912;0.012348
21;0.003197;-0.009290;0.002832
22;0.026286;-0.008538;0.001225
23;0.032726;-0.024648;-0.019622
24;0.063068;-0.033505;-0.017693
25;0.046751;-0.041316;-0.012030
26;-0.001695;0.009282;-0.003288
27;-0.038084;0.013517;0.003437
28;-0.041949;0.005850;0.011804
29;-0.039694;0.013773;0.017907
30;-0.033432;0.015442;0.018575
31;-0.032096;0.003450;0.008906
32;-0.006708;0.001838;-0.006227
33;0.007775;0.001053;0.000328
34;0.016341;-0.003788;-0.003105
35;0.006351;-0.009090;0.008030
36;0.006456;-0.002072;0.012612
37;0.001104;-0.004254;0.014770
38;-0.002859;0.002003;0.020137
39;-0.024911;-0.005539;0.002512
40;-0.009104;0.005637;0.001772
41;-0.022981;-0.003679;0.003722
42;-0.022125;0.000228;0.004143
43;-0.008876;0.008040;0.007055
44;-0.002527;-0.003690;-0.001393
45;-0.007975;-0.009367;-0.001026
46;-0.003643;-0.000638;-0.003538
47;0.009074;0.000618;0.000313
48;0.000647;-0.010736;-0.007989
49;0.003071;-0.006253;-0.002132
50;-0.007051;-0.004376;-0.002884
51;0.001586;-0.003366;-0.006066
52;0.006414;-0.005467;-0.011119
53;-0.000508;-0.007537;-0.000430
54;-0.014184;0.003263;0.000355
55;-0.006360;-0.006181;0.002866
56;0.002961;-0.012097;0.002294
57;0.008098;-0.015393;0.006004
58;-0.002557;0.005367;0.021584
59;-0.028251;-0.013333;0.027109
60;-0.027853;-0.015379;0.035345
61;0.014706;0.040422;0.055238
62;0.018444;-0.017743;0.075398
63;-0.016342;-0.025006;0.072725
64;-0.010765;-0.021024;0.063240
65;0.041640;-0.000337;0.031649
66;0.057017;-0.006284;0.043990
67;0.042272;0.000149;0.046339
68;-0.001747;-0.007589;0.029595
69;-0.012978;0.003904;0.033873
70;-0.077884;0.043216;0.060406
71;-0.094168;0.052760;0.054888
72;-0.065361;-0.009136;-0.116397
73;0.064763;0.013500;-0.121877
74;0.003893;0.072690;-0.100478
75;0.001404;0.013143;-0.068120
76;-0.054769;-0.099770;-0.046666
77;-0.132664;-0.122519;-0.031572
78;-0.033942;-0.019447;-0.087691
79;0.037973;0.001170;-0.118065
80;-0.137362;-0.061018;-0.178320
81;0.017684;-0.094386;-0.128747
82;-0.015387;-0.160108;-0.098960
83;-0.092581;0.084448;-0.063571
84;-0.012279;0.429224;-0.059095
85;-0.068778;-0.147417;0.034092
86;0.087454;-0.200815;0.198752
87;0.035903;0.023414;0.126796
88;-0.034306;0.277703;-0.072886
89;0.073665;-0.024519;-0.079785
90;0.006179;-0.181682;0.132708
91;0.066579;-0.056962;0.036458
92;0.020587;-0.026268;-0.029360
93;0.021951;-0.014761;-0.018014
94;0.072845;-0.040497;-0.128688
95;0.127706;-0.033938;-0.088710
96;0.096046;-0.004227;-0.102116
97;0.162361;-0.001218;-0.209463
98;0.147699;-0.021869;-0.043973
99;0.077253;0.116665;0.113244
100;-0.137462;-0.012074;0.037203
101;-0.218485;0.065525;0.007724
102;0.003397;0.223027;0.074728
103;-0.023572;0.203351;0.094992
104;-0.077850;0.006934;0.041864
105;-0.048811;-0.062162;-0.017235
106;-0.129458;-0.122638;0.022609
107;-0.073155;-0.211398;-0.014544
108;0.058879;-0.147308;-0.086601
109;-0.028251;-0.068389;-0.134273
110;-0.052086;0.013947;-0.120867
111;0.062013;0.003587;-0.129206
112;0.030839;0.385302;0.091635
113;-0.076944;0.026929;-0.008447
114;-0.118609;-0.208475;0.145109
115;-0.046126;-0.152332;0.226924
116;0.033235;0.215369;-0.093228
117;0.026044;0.022101;-0.007876
118;0.031748;-0.084816;0.084662
119;0.078749;-0.098057;0.052702
120;-0.020893;-0.059003;0.068064
121;-0.017549;-0.016691;-0.067620
122;0.108111;-0.038219;-0.109694
123;0.074997;-0.063315;-0.004729
124;0.078490;0.009584;-0.113487
125;0.028584;0.072170;-0.106235
126;0.151041;0.208701;-0.014905
127;0.109458;0.058921;0.104633
128;-0.228984;-0.124694;0.053277
129;-0.249740;0.023315;0.070194
130;0.121362;0.201972;0.001308
131;0.106639;0.127759;0.055668
132;-0.048007;0.089543;-0.031493
133;-0.027792;-0.093526;0.064632
134;-0.136130;-0.191819;0.002415
135;-0.121514;-0.190509;-0.050849
136;0.084687;-0.153778;-0.063092
137;-0.008797;-0.086925;-0.142542
138;0.005441;0.018037;-0.190978
139;0.055739;0.061092;-0.149504
140;0.088486;0.389122;0.057196
141;-0.179382;0.139510;0.174255
142;-0.249972;-0.283755;0.158280
143;-0.101093;-0.156981;0.239686
144;0.078058;0.321287;-0.046948
145;0.045995;0.022958;-0.024432
146;0.018378;-0.179834;0.146752
147;-0.031625;-0.174641;-0.014070
148;0.049639;-0.036791;-0.054049
149;0.131848;-0.032529;-0.139553
150;0.111659;-0.085335;-0.190187
151;0.114459;-0.096187;-0.100279
152;0.135446;0.100867;-0.199344
153;0.156353;0.196234;-0.094172
154;0.213852;0.117722;0.170837
155;-0.300221;-0.082758;0.075214
156;-0.298553;-0.038204;0.027327
157;0.161760;0.224441;0.097148
158;0.197969;0.201292;-0.022384
159;0.024907;0.000259;-0.001919
160;-0.067392;-0.149976;0.108949
161;-0.105645;-0.269079;0.091651
162;-0.114804;-0.219869;-0.080258
163;-0.021847;-0.096227;-0.055973
164;-0.101142;-0.005094;-0.127866
165;0.068326;0.176784;-0.264797
166;0.002671;0.321264;-0.244143
167;-0.122716;0.319281;0.287457
168;-0.194018;-0.211252;0.161493
169;-0.059947;-0.371203;0.342781
170;-0.084635;0.136298;0.181406
171;0.015306;0.287173;-0.183794
172;0.047971;-0.090967;0.115491
173;0.029482;-0.247813;0.128182
174;0.004060;-0.136338;-0.025733
175;-0.017231;-0.020280;-0.146337
176;0.170868;-0.045264;-0.178757
