index;x;y;z
0;-0.009251;-0.000896;-0.001106
1;-0.000489;0.000049;0.001946
2;0.006417;-0.012253;-0.000660
3;0.001569;-0.009064;0.000881
4;0.002648;-0.002174;-0.001020
5;-0.006147;-0.004219;0.000706
6;-0.002755;-0.004961;0.000782
7;-0.012544;-0.004949;0.005727
8;-0.009109;0.000780;-0.013594
9;0.015201;-0.001272;-0.009603
10;0.025352;-0.008304;0.010072
11;0.007185;-0.009663;0.020487
12;-0.031560;-0.005289;0.012809
13;-0.031113;-0.001179;0.003834
14;-0.026696;0.010542;-0.017719
15;-0.003814;-0.000307;-0.020595
16;0.018434;-0.014507;-0.020067
17;0.012510;-0.013747;-0.007942
18;0.003929;-0.004549;-0.009148
19;-0.014481;-0.003438;-0.005340
20;-0.026843;0.003617;-0.003894
21;-0.039235;0.003549;-0.002633
22;-0.063597;0.011218;-0.017643
23;-0.049771;0.014123;-0.019251
24;-0.001778;-0.010321;0.006271
25;0.040935;-0.002226;0.015862
26;0.051934;-0.011890;0.016322
27;0.057394;-0.025813;0.018392
28;0.049551;-0.017850;0.020930
29;0.034009;-0.004374;0.015591
30;0.022553;-0.006684;0.021873
31;0.007380;-0.007805;0.026102
32;-0.013664;-0.002585;0.025416
33;-0.034651;0.026163;0.010796
34;-0.044406;-0.000641;-0.001163
35;-0.016053;-0.002194;-0.006187
36;0.006734;-0.006664;-0.002099
37;0.017127;-0.005322;-0.008917
38;0.037044;-0.012971;0.002092
39;0.043484;-0.021464;0.016498
40;0.030283;-0.005451;0.011419
41;0.004064;-0.008104;0.023003
42;-0.028585;0.001680;0.007557
43;-0.036240;0.006193;-0.000908
44;-0.039058;-0.001221;0.002396
45;-0.023037;0.004226;-0.005249
46;-0.011645;-0.002775;-0.002260
47;-0.000676;-0.005683;-0.004916
48;-0.000182;-0.004761;-0.011193
49;0.011787;-0.003870;-0.011107
50;0.009647;-0.009040;-0.007294
51;0.015938;-0.010730;-0.006979
52;-0.000029;-0.005069;-0.001884
53;-0.011310;-0.004117;-0.007769
54;-0.008678;-0.005000;-0.004054
55;-0.004911;-0.006607;-0.001785
56;0.003807;-0.005416;-0.001358
57;0.009672;-0.007725;-0.001721
58;0.018585;-0.010396;0.002203
59;0.013972;-0.003906;0.009803
60;0.011233;-0.003128;0.004837
61;0.007426;-0.011604;0.008198
62;-0.001236;-0.001234;-0.004425
63;-0.005820;-0.001060;-0.004410
64;-0.016160;-0.003846;0.003714
65;-0.010003;0.001266;0.001945
66;-0.012417;-0.000801;0.002010
67;-0.006859;-0.003783;0.007600
68;0.001541;-0.002497;0.005754
69;-0.002886;-0.003289;0.004867
70;-0.005726;-0.000772;-0.000234
71;-0.011899;-0.001761;0.004555
72;-0.011207;-0.001147;-0.000396
73;-0.011469;-0.002995;-0.004158
74;-0.001051;-0.000747;0.004194
75;0.004077;-0.005094;0.002521
76;0.005105;-0.004458;-0.002851
77;-0.002039;-0.003545;-0.003785
78;-0.014569;-0.000245;0.003101
79;-0.014481;-0.005384;0.003172
80;-0.010478;0.000599;0.004744
81;-0.014430;-0.002254;0.006754
82;-0.013082;-0.004656;0.006077
83;-0.011761;-0.002852;0.001138
84;-0.025056;0.000619;-0.000393
85;-0.025878;-0.000222;-0.004953
86;-0.011307;-0.003140;-0.001603
87;-0.001145;-0.005325;-0.001813
88;0.010126;-0.006089;0.000008
89;0.015109;-0.004783;-0.010724
90;0.021783;-0.016166;-0.007855
91;0.014508;-0.007409;-0.002686
92;0.001056;-0.002242;-0.004080
93;-0.002031;-0.008025;0.003111
94;-0.003475;-0.004286;0.010339
95;-0.001365;-0.001569;0.007069
96;0.011731;-0.009729;0.014741
97;0.019249;-0.004882;0.009710
98;0.014367;-0.002831;0.014666
99;0.000460;-0.006302;0.016644
100;-0.008782;0.002352;0.013465
101;0.003751;-0.005274;0.004248
102;0.019169;-0.006395;0.012226
103;0.014205;-0.014622;0.004407
104;0.015666;-0.006094;0.001015
105;0.002656;-0.006849;0.006810
106;-0.007663;-0.009803;0.000944
107;-0.000285;-0.002645;0.010186
108;-0.014356;-0.011511;0.017884
109;-0.038118;-0.002023;0.016832
110;-0.060291;-0.009550;0.039131
111;-0.049919;-0.002592;0.050724
112;-0.046802;0.006056;0.064182
113;-0.049184;0.024839;0.073270
114;-0.078887;-0.005985;0.017905
115;-0.092962;0.043571;-0.073078
116;-0.030715;0.006012;-0.034922
117;0.078228;-0.074478;0.006854
118;0.119453;-0.040103;-0.036178
119;0.045357;-0.009497;-0.039842
120;0.017243;-0.024924;-0.067369
121;0.102180;-0.047408;-0.027185
122;0.120247;-0.048907;0.045119
123;0.044965;0.030701;0.027233
124;-0.033529;0.059009;-0.015554
125;-0.010003;0.030917;-0.022797
126;0.093893;-0.011631;0.014566
127;0.137884;-0.012896;0.018264
128;0.183159;0.078748;-0.021389
129;0.153691;0.073012;-0.006013
130;0.134854;0.081687;-0.057320
131;-0.017910;0.020233;-0.127631
132;-0.123629;0.045552;-0.088469
133;-0.106548;0.054121;0.041954
134;-0.011637;0.100899;0.126002
135;-0.057136;0.056297;-0.004865
136;-0.173385;-0.121349;-0.013667
137;-0.116797;-0.103971;0.026607
138;-0.069072;-0.083923;0.063471
139;-0.052260;-0.196208;0.033255
140;0.012746;-0.160853;-0.037113
141;0.124256;-0.064846;-0.161874
142;0.138406;-0.015836;-0.079013
143;0.044663;0.005731;-0.049910
144;0.005122;-0.053930;-0.094475
145;-0.124216;-0.032832;-0.071381
146;-0.177360;0.393964;0.088212
147;-0.090458;0.055392;-0.166120
148;-0.012145;-0.143013;0.128728
149;-0.211209;-0.096242;0.206102
150;0.117541;0.064452;0.098144
151;-0.053615;-0.061187;0.076997
152;0.045859;0.014273;0.074586
153;0.025192;-0.014764;0.089734
154;0.080221;-0.061745;0.103477
155;0.044119;-0.033764;0.075987
156;-0.003993;-0.017125;0.016420
157;-0.048879;0.038235;-0.039867
158;-0.013533;0.005956;-0.006897
159;0.042026;-0.034331;0.004169
160;0.095688;0.008977;-0.012628
161;0.077844;0.000459;-0.009918
162;0.118560;0.029737;-0.001639
163;0.189242;-0.045069;-0.024870
164;0.228533;-0.036386;-0.030472
165;0.265908;0.119305;-0.055508
166;0.187930;0.082185;-0.030058
167;-0.015496;0.166381;-0.174568
168;-0.134231;0.205251;-0.107157
169;-0.038064;0.053484;0.052319
170;-0.026750;0.079138;0.031212
171;-0.115774;0.022944;0.018404
172;-0.210862;-0.117876;0.067748
173;-0.186450;-0.163383;0.120131
174;-0.138702;-0.115768;0.128579
175;-0.073214;-0.217512;0.098571
176;0.018810;-0.210534;0.011839
177;0.132058;-0.036771;-0.184084
178;0.192985;0.167557;-0.202565
179;0.059470;0.038627;-0.076811
180;-0.042387;-0.120079;-0.085341
181;-0.061314;0.067072;-0.135404
182;-0.059757;0.355329;0.089890
183;-0.125973;-0.096506;-0.099473
184;-0.231374;-0.278815;0.207193
185;0.160033;0.299412;0.432192
186;-0.031868;0.135538;-0.075614
187;-0.163472;-0.072581;0.009855
188;0.002667;-0.007418;0.120493
189;0.038299;-0.069586;0.067389
190;0.025626;-0.076289;-0.010516
191;-0.012011;-0.057274;-0.004164
192;-0.009777;-0.042538;-0.059550
193;0.077769;-0.023171;-0.096653
194;0.260605;-0.007633;0.014241
195;0.264188;-0.009327;-0.064012
196;0.195084;-0.030745;-0.003201
197;0.265827;0.176804;-0.032560
198;0.232804;0.147810;0.058750
199;-0.008391;0.141409;-0.114025
200;-0.272666;0.250671;-0.286757
201;-0.193140;0.273700;0.099126
202;0.122576;0.092711;0.114683
203;0.013565;0.027300;0.013371
204;-0.210767;-0.174043;0.032415
205;-0.205404;-0.186895;0.103395
206;-0.203321;-0.218693;0.164603
207;-0.139161;-0.310175;0.137986
208;-0.029862;-0.248121;-0.009703
209;0.166148;-0.001662;-0.083768
210;0.204687;0.181402;-0.330344
211;0.167115;0.103940;-0.187742
212;-0.065741;-0.161404;-0.081947
213;-0.174586;0.363486;0.022507
214;-0.181313;0.109240;-0.096267
215;-0.098430;-0.121725;0.194294
216;-0.180247;-0.199567;0.399867
217;0.173400;0.220554;0.083195
218;-0.130608;-0.024744;-0.026209
219;-0.082031;-0.046428;0.079592
220;0.013812;-0.099250;0.197337
221;0.160520;-0.050813;0.032665
222;0.056233;-0.013343;-0.027161
223;0.017486;-0.055895;-0.017533
224;0.147194;-0.015841;-0.012679
225;0.160838;-0.061139;-0.104211
226;0.164778;-0.074903;-0.051739
227;0.149390;-0.016498;-0.066148
228;0.069144;0.029745;-0.151926
229;0.234337;0.075222;-0.091014
230;0.257919;0.108677;0.133504
231;-0.055079;0.058228;-0.064404
232;-0.437016;0.452197;-0.208177
233;-0.069118;0.256714;0.192430
234;0.143436;0.051487;-0.002321
235;-0.065967;0.007549;0.008389
236;-0.223822;-0.134189;0.105162
237;-0.172372;-0.244357;0.120266
238;-0.186547;-0.227402;0.190928
239;-0.060935;-0.239751;0.101466
240;0.044331;-0.170262;-0.124979
241;0.243477;0.119870;-0.228729
242;0.220256;0.151089;-0.180325
243;-0.033667;-0.118803;0.009831
244;-0.227826;0.046109;-0.081063
245;-0.221172;0.866215;-0.066814
246;-0.093932;-0.188908;0.137755
247;-0.300196;-0.430267;0.375111
248;0.106954;0.159882;0.390365
249;0.155914;0.092135;-0.044983
250;-0.080731;-0.079263;-0.014670
251;-0.083994;-0.144772;0.082897
252;0.059154;0.002766;0.010231
253;0.001448;-0.056849;-0.041893
254;0.035875;-0.038024;0.001387
255;0.124692;-0.051397;-0.055059
256;0.207034;0.040344;-0.084535
257;0.315057;-0.001678;-0.039202
258;0.271068;-0.050869;-0.088097
259;0.232673;-0.022005;-0.063381
260;0.313264;0.226835;-0.026740
261;0.180356;0.067086;-0.084523
262;-0.204531;0.051809;-0.229205
263;-0.425707;0.441782;-0.094940
